origin_id,mode,facility_type,Tr,AF_k,P_i,dc_eng,Housing_type,t_pop,age_1,t_mmearn,Latitude,Longitude
C_012,transit,Hospital,15,0,4839,Kwun Tong,C,4839,610,20000,22.31059036,114.2344553
C_013,transit,Hospital,15,0,3999,Wong Tai Sin,C,3999,395,18000,22.34181367,114.2097494
C_014,transit,Hospital,15,0,5698,Wong Tai Sin,C,5698,586,20000,22.34042546,114.2111569
C_015,transit,Hospital,15,0,4432,Kwun Tong,C,4432,392,17100,22.29842937,114.2421808
C_016,transit,Hospital,15,0.0029297002835972246,4909,Kwun Tong,C,4909,618,20000,22.30891462,114.2324259
C_017,transit,Hospital,15,0,3179,Kwun Tong,C,3179,349,21250,22.32304899,114.2200991
C_018,transit,Hospital,15,0.00014078090886106745,8550,Wong Tai Sin,C,8550,757,19000,22.34210453,114.2002358
C_019,transit,Hospital,15,0,4950,Kwun Tong,C,4950,286,18000,22.31750076,114.2279714
C_020,transit,Hospital,15,0,8980,Wong Tai Sin,C,8980,801,18490,22.3363155,114.2025524
C_021,transit,Hospital,15,0,14586,Kwun Tong,C,14586,1542,21360,22.32994641,114.206744
C_022,transit,Hospital,15,0,3947,Kwun Tong,C,3947,367,20000,22.33232766,114.2269977
C_023,transit,Hospital,15,0,6034,Wong Tai Sin,C,6034,423,20000,22.34326873,114.1865045
C_024,transit,Hospital,15,0,10071,Wong Tai Sin,C,10071,1005,18000,22.3462203,114.1877529
C_025,transit,Hospital,15,0.00746998969117098,11614,Wong Tai Sin,C,11614,1167,20000,22.35051523,114.199012
C_026,transit,Hospital,15,0,4499,Kwun Tong,C,4499,516,20000,22.30033215,114.2380226
PV_001,transit,Hospital,15,0,10791,Kwun Tong,PV,10791,1084,22000,22.32457077,114.2163576
PV_002,transit,Hospital,15,0,4367,Sham Shui Po,PV,4367,694,30000,22.33270983,114.1484643
PV_003,transit,Hospital,15,0,6515,Sham Shui Po,PV,6515,1000,30000,22.33441907,114.1476419
PV_004,transit,Hospital,15,0,3265,Kowloon City,PV,3265,684,21250,22.31903541,114.1856827
PV_005,transit,Hospital,15,0,3873,Yau Tsim Mong,PV,3873,534,32900,22.31661937,114.162036
PV_006,transit,Hospital,15,0,5035,Yau Tsim Mong,PV,5035,458,17000,22.32164611,114.1608705
PV_007,transit,Hospital,15,0,5276,Sham Shui Po,PV,5276,563,45000,22.32702272,114.1537729
PV_008,transit,Hospital,15,0.030476942368180965,4964,Wong Tai Sin,PV,4964,780,37620,22.34115728,114.2022541
PV_009,transit,Hospital,15,0,4400,Kowloon City,PV,4400,741,24810,22.31922145,114.1936142
PV_010,transit,Hospital,15,0,3329,Yau Tsim Mong,PV,3329,672,45000,22.32164088,114.1592698
PV_011,transit,Hospital,15,0,6704,Kowloon City,PV,6704,1139,28000,22.30298295,114.1865921
PV_012,transit,Hospital,15,0,3249,Kowloon City,PV,3249,338,17200,22.31536271,114.1894455
PV_013,transit,Hospital,15,0,6236,Yau Tsim Mong,PV,6236,943,37000,22.31892152,114.1578582
PV_014,transit,Hospital,15,0,6634,Kowloon City,PV,6634,516,18000,22.30820029,114.1866632
PV_015,transit,Hospital,15,0.07291288585455778,3928,Wong Tai Sin,PV,3928,281,20000,22.3377553,114.1946033
PV_016,transit,Hospital,15,0,11801,Kwun Tong,PV,11801,966,15000,22.3166007,114.2192043
PV_017,transit,Hospital,15,0,22319,Kwun Tong,PV,22319,2476,28000,22.30590024,114.2277407
PV_018,transit,Hospital,15,0,12664,Kowloon City,PV,12664,1904,26250,22.30810963,114.1925198
PV_019,transit,Hospital,15,0,6009,Sham Shui Po,PV,6009,893,34000,22.33460708,114.1488407
PV_020,transit,Hospital,15,0,8696,Kowloon City,PV,8696,657,15000,22.31640666,114.1860035
PV_021,transit,Hospital,15,0,3140,Sham Shui Po,PV,3140,496,21250,22.3350008,114.1424009
PV_022,transit,Hospital,15,0,3189,Kowloon City,PV,3189,634,35000,22.31828993,114.1820845
PV_023,transit,Hospital,15,0,37299,Sham Shui Po,PV,37299,4210,21250,22.33661512,114.139818
PV_024,transit,Hospital,15,0,3421,Kowloon City,PV,3421,522,15000,22.31609391,114.1904734
PV_025,transit,Hospital,15,0,7887,Yau Tsim Mong,PV,7887,1092,26060,22.32455143,114.1604239
PV_026,transit,Hospital,15,0,2781,Kowloon City,PV,2781,242,17000,22.31685284,114.191271
PV_027,transit,Hospital,15,0,2777,Kowloon City,PV,2777,440,40000,22.32938647,114.2005199
PV_028,transit,Hospital,15,0,5005,Sham Shui Po,PV,5005,640,31250,22.33377287,114.174473
PV_029,transit,Hospital,15,0,4651,Yau Tsim Mong,PV,4651,750,30000,22.31607575,114.1630461
PV_030,transit,Hospital,15,0,4090,Yau Tsim Mong,PV,4090,394,17000,22.31045402,114.1684884
PV_031,transit,Hospital,15,0,4396,Kowloon City,PV,4396,729,30000,22.30471666,114.1845144
PV_032,transit,Hospital,15,0,9645,Kwun Tong,PV,9645,909,14000,22.31604174,114.2351034
PV_033,transit,Hospital,15,0.060483091164577146,12357,Kwun Tong,PV,12357,1570,25810,22.3070769,114.2332506
PV_034,transit,Hospital,15,0,5678,Kowloon City,PV,5678,1089,28000,22.32339095,114.190396
PV_035,transit,Hospital,15,0,5802,Yau Tsim Mong,PV,5802,934,26560,22.30639559,114.1625146
PV_036,transit,Hospital,15,0.10381092514151571,2567,Sham Shui Po,PV,2567,72,16500,22.33227931,114.1695622
PV_037,transit,Hospital,15,0,3476,Kwun Tong,PV,3476,413,22000,22.3269967,114.2144952
PV_038,transit,Hospital,15,0,13142,Kwun Tong,PV,13142,2019,29500,22.3239867,114.2128048
PV_039,transit,Hospital,15,0,3264,Wong Tai Sin,PV,3264,493,26250,22.33356158,114.1968715
PV_040,transit,Hospital,15,0,4472,Yau Tsim Mong,PV,4472,935,45000,22.31952231,114.155851
PV_041,transit,Hospital,15,0,5604,Sham Shui Po,PV,5604,1122,30000,22.33460465,114.1497904
PV_042,transit,Hospital,15,0,4002,Yau Tsim Mong,PV,4002,721,29000,22.30485942,114.1630936
PV_043,transit,Hospital,15,0,6647,Kowloon City,PV,6647,793,19000,22.30630575,114.1881364
PV_044,transit,Hospital,15,0.010926553760130726,30038,Kowloon City,PV,30038,3596,25000,22.30460603,114.1897326
PV_045,transit,Hospital,15,0,6746,Kowloon City,PV,6746,823,18500,22.31776388,114.192306
PH_001,transit,Hospital,30,0.0015359186379680682,3913,Sham Shui Po,PH,3913,327,13000,22.34036661,114.1643426
PH_002,transit,Hospital,30,0.013361470051483356,3209,Sham Shui Po,PH,3209,521,14000,22.33455573,114.1563831
PH_003,transit,Hospital,30,0.001497929500325687,3923,Wong Tai Sin,PH,3923,399,15700,22.3357047,114.2181498
PH_004,transit,Hospital,30,0.0012615453599983623,10775,Kwun Tong,PH,10775,1218,14750,22.32815005,114.2170403
PH_005,transit,Hospital,30,0.002703001512971078,5453,Kwun Tong,PH,5453,375,15920,22.32605888,114.2174838
PH_006,transit,Hospital,30,0.006440395371309582,17817,Wong Tai Sin,PH,17817,869,15000,22.33547117,114.2062267
PH_007,transit,Hospital,30,0.002998886718778707,13588,Kwun Tong,PH,13588,1284,14500,22.33026916,114.2136127
PH_008,transit,Hospital,30,0.006544373825173338,16756,Wong Tai Sin,PH,16756,1258,15000,22.33399414,114.2140005
PH_009,transit,Hospital,30,0.0029628766816669275,8485,Wong Tai Sin,PH,8485,803,16000,22.33408462,114.2170388
PH_010,transit,Hospital,30,0.0036638685899978234,9682,Kwun Tong,PH,9682,761,14600,22.32796205,114.2152899
PH_011,transit,Hospital,30,0.001966999979491491,16989,Wong Tai Sin,PH,16989,1077,15500,22.3466113,114.1933683
PH_012,transit,Hospital,30,0.004296467334342386,14147,Wong Tai Sin,PH,14147,1107,14000,22.34423127,114.1919055
PH_013,transit,Hospital,30,0.011692646290103272,4587,Sham Shui Po,PH,4587,406,14500,22.33551212,114.1539241
PH_014,transit,Hospital,30,0.0030335568115742832,15655,Sham Shui Po,PH,15655,1013,15000,22.3284513,114.1546811
PH_015,transit,Hospital,30,0.002571352751722823,5572,Wong Tai Sin,PH,5572,559,15000,22.34269378,114.2089072
PH_016,transit,Hospital,30,0.006263294983335989,12066,Wong Tai Sin,PH,12066,713,15000,22.34425863,114.2007507
PH_017,transit,Hospital,30,0.003517654841724864,6467,Kwun Tong,PH,6467,361,15000,22.31294732,114.2383853
PH_018,transit,Hospital,30,0.003093226624095777,12329,Kowloon City,PH,12329,850,15000,22.3163317,114.1819302
PH_019,transit,Hospital,30,0.007107222201219836,9540,Yau Tsim Mong,PH,9540,907,15000,22.31608676,114.1647109
PH_020,transit,Hospital,30,0.001967825638128703,16071,Sham Shui Po,PH,16071,1292,15000,22.33240958,114.1462482
PH_021,transit,Hospital,30,0.0015362194519915493,3415,Sham Shui Po,PH,3415,841,13200,22.32975855,114.150291
PH_022,transit,Hospital,30,0.002969830294222849,3444,Sham Shui Po,PH,3444,790,14000,22.32861818,114.1483264
PH_023,transit,Hospital,30,0.0037238620164273093,6744,Kowloon City,PH,6744,804,14000,22.3079093,114.1892738
PH_024,transit,Hospital,30,0.006969406586142603,11876,Kowloon City,PH,11876,1737,14000,22.33259506,114.2030695
PH_025,transit,Hospital,30,0.004568253911500379,5866,Kwun Tong,PH,5866,604,14310,22.30919925,114.2347695
PH_026,transit,Hospital,30,0.004250606697003539,8869,Kwun Tong,PH,8869,549,13000,22.32913375,114.2096702
PH_027,transit,Hospital,30,0.002082151622222024,6419,Kwun Tong,PH,6419,442,15500,22.29663079,114.2404621
PH_028,transit,Hospital,30,0.0011301699480592902,3185,Kwun Tong,PH,3185,165,14500,22.29709612,114.2414241
PH_029,transit,Hospital,30,0.0010420114064359706,7165,Kwun Tong,PH,7165,672,15000,22.30362703,114.2401157
PH_030,transit,Hospital,30,0.007319599938484114,6200,Sham Shui Po,PH,6200,575,13500,22.33259923,114.1572215
PH_031,transit,Hospital,30,0.006244424855706501,3534,Sham Shui Po,PH,3534,403,15000,22.33129743,114.158689
PH_032,transit,Hospital,30,0.01053980721951478,10438,Sham Shui Po,PH,10438,1625,17000,22.33373995,114.1549363
PH_033,transit,Hospital,30,0.002600534172137573,7907,Kwun Tong,PH,7907,838,15000,22.31088938,114.2363044
PH_034,transit,Hospital,30,0.003909848907421704,11259,Sham Shui Po,PH,11259,706,14500,22.33873777,114.1597527
PH_035,transit,Hospital,30,0.0014938465072610806,9662,Kwun Tong,PH,9662,775,15000,22.29385108,114.2402382
PH_036,transit,Hospital,30,0.0150924517871452,9944,Wong Tai Sin,PH,9944,512,14000,22.33748532,114.187319
PH_037,transit,Hospital,30,0.004615476171764341,8499,Kwun Tong,PH,8499,543,15000,22.32142482,114.2200767
PH_038,transit,Hospital,30,0.004212066352108692,13258,Kwun Tong,PH,13258,729,14500,22.32052259,114.2205098
PH_039,transit,Hospital,30,0.00987861890768105,11426,Kwun Tong,PH,11426,1388,14000,22.32165352,114.2154421
PH_040,transit,Hospital,30,0.011149493755684402,11295,Wong Tai Sin,PH,11295,580,15500,22.33904376,114.1948243
PH_041,transit,Hospital,30,0.013341241409064408,18247,Wong Tai Sin,PH,18247,1463,15000,22.34017739,114.1926891
PH_042,transit,Hospital,30,0.006661381335044058,4942,Kowloon City,PH,4942,511,13000,22.32329866,114.1869599
PH_043,transit,Hospital,30,0.0034404460952415176,4411,Wong Tai Sin,PH,4411,500,14850,22.33325498,114.1890826
PH_044,transit,Hospital,30,0.003718004403715903,4684,Sham Shui Po,PH,4684,331,15000,22.32610707,114.1577264
PH_045,transit,Hospital,30,0.005165488696030383,6208,Sham Shui Po,PH,6208,524,15500,22.33417458,114.17115
PH_046,transit,Hospital,30,0.0034630672772792527,17407,Kowloon City,PH,17407,1364,15000,22.31229006,114.1785491
PH_047,transit,Hospital,30,0.00015725760632883198,24618,Kwun Tong,PH,24618,4905,15000,22.3272648,114.2291594
PH_048,transit,Hospital,30,0.001613712556487745,23341,Kwun Tong,PH,23341,3525,14500,22.32076943,114.2350825
PH_049,transit,Hospital,30,0.0047214907685742685,16843,Sham Shui Po,PH,16843,1326,15000,22.33692876,114.1670269
PH_050,transit,Hospital,30,0.012789327310073784,11985,Kwun Tong,PH,11985,756,15000,22.33303823,114.2091046
PH_051,transit,Hospital,30,0.0039764548685002656,14753,Kwun Tong,PH,14753,1234,15000,22.30685942,114.2366629
PH_052,transit,Hospital,30,0.0017072090648640444,22319,Kwun Tong,PH,22319,2038,15000,22.31719641,114.237906
PH_053,transit,Hospital,30,0.003560584502303365,35277,Kwun Tong,PH,35277,3354,15000,22.31930218,114.2320151
PH_054,transit,Hospital,30,0.0037148667156107775,3063,Wong Tai Sin,PH,3063,327,14000,22.34983826,114.1951275
PH_055,transit,Hospital,30,0.014555107326695097,25561,Sham Shui Po,PH,25561,2832,14500,22.33303267,114.1663168
PH_056,transit,Hospital,30,0.000543328482385812,11404,Kwun Tong,PH,11404,1005,14000,22.331874,114.2251915
PH_057,transit,Hospital,30,0.0009553662224872726,6991,Kwun Tong,PH,6991,401,14000,22.32833266,114.2260561
PH_058,transit,Hospital,30,0.0009413125540974276,17926,Kwun Tong,PH,17926,1388,15000,22.32555627,114.226441
PH_059,transit,Hospital,30,0.00029198008616708953,18748,Sham Shui Po,PH,18748,3463,13200,22.34122473,114.1567751
PH_060,transit,Hospital,30,0.010048670695695632,4696,Sham Shui Po,PH,4696,367,15000,22.33173591,114.171393
PH_061,transit,Hospital,30,0.005814637797301527,18720,Kowloon City,PH,18720,2680,14000,22.32997424,114.2035147
PH_062,transit,Hospital,30,0.0026136388624372945,13612,Kwun Tong,PH,13612,1097,15000,22.30845044,114.2390538
PH_063,transit,Hospital,30,0.0027318089057917763,14060,Kwun Tong,PH,14060,866,15000,22.31532448,114.2297232
PH_064,transit,Hospital,30,0.001894712776101605,13467,Kwun Tong,PH,13467,1382,15000,22.312701,114.2326786
PH_065,transit,Hospital,30,0.003439118669912663,21845,Wong Tai Sin,PH,21845,1671,15000,22.35015662,114.2025883
PH_066,transit,Hospital,30,0.004572516880725195,7079,Wong Tai Sin,PH,7079,598,15000,22.34757921,114.2028018
PH_067,transit,Hospital,30,0.0013051194902069937,17833,Wong Tai Sin,PH,17833,1485,15000,22.34818565,114.1987453
PH_068,transit,Hospital,30,0.003950713415589723,5936,Wong Tai Sin,PH,5936,547,13960,22.34822658,114.2030322
PH_069,transit,Hospital,30,0.007433435689903536,15440,Wong Tai Sin,PH,15440,976,15000,22.33440615,114.1925245
PH_070,transit,Hospital,30,0.006685785597929178,5280,Wong Tai Sin,PH,5280,674,14430,22.332214,114.1933855
PH_071,transit,Hospital,30,0.012351036528188003,18670,Sham Shui Po,PH,18670,1426,15000,22.33679819,114.1559162
PH_072,transit,Hospital,30,0.003831051692003738,15831,Kwun Tong,PH,15831,1134,13500,22.31927466,114.2165158
PH_073,transit,Hospital,30,0.010845580328986956,12176,Wong Tai Sin,PH,12176,920,14500,22.34277292,114.1919329
PH_074,transit,Hospital,30,0.007771153787292734,16794,Wong Tai Sin,PH,16794,1291,15000,22.34055139,114.1875811
PH_075,transit,Hospital,30,0.00254508842335206,3620,Sham Shui Po,PH,3620,325,15000,22.32924887,114.15555
PH_076,transit,Hospital,30,0.004214577678560897,4280,Kwun Tong,PH,4280,239,13320,22.31595699,114.2277603
PH_077,transit,Hospital,30,0.0020222222607905495,21799,Kwun Tong,PH,21799,2043,15000,22.30061825,114.2360143
PH_078,transit,Hospital,30,0.0038838288663553162,10026,Kwun Tong,PH,10026,843,15000,22.29788419,114.2382112
C_001,transit,Hospital,30,0.004944348104311413,11335,Yau Tsim Mong,C,11335,1235,20000,22.31420707,114.1645941
C_002,transit,Hospital,30,0.0012687487632988509,4039,Kwun Tong,C,4039,290,16570,22.31907611,114.2263859
C_003,transit,Hospital,30,0.006670697807543569,3500,Kwun Tong,C,3500,548,21000,22.33166691,114.2137386
C_004,transit,Hospital,30,0.0005249790520912659,4929,Kowloon City,C,4929,581,20000,22.31483144,114.1787874
C_005,transit,Hospital,30,0.006702374219536709,3557,Wong Tai Sin,C,3557,203,17500,22.3400544,114.1847606
C_006,transit,Hospital,30,0.0035087067215604675,6615,Wong Tai Sin,C,6615,574,19900,22.34147382,114.2074404
C_007,transit,Hospital,30,0.002583259120040526,13786,Kwun Tong,C,13786,1284,18500,22.32043626,114.2292572
C_008,transit,Hospital,30,0.002632447381320168,7247,Sham Shui Po,C,7247,1177,20000,22.32783546,114.1495678
C_009,transit,Hospital,30,0.002207020198807086,4971,Kwun Tong,C,4971,346,20000,22.30548132,114.2380783
C_010,transit,Hospital,30,0.0019153276356764668,6353,Kwun Tong,C,6353,550,20000,22.30256192,114.2392893
C_011,transit,Hospital,30,0.004130420743343554,3904,Kwun Tong,C,3904,442,20000,22.31401752,114.2400131
C_012,transit,Hospital,30,0.002829092883356785,4839,Kwun Tong,C,4839,610,20000,22.31059036,114.2344553
C_013,transit,Hospital,30,0.0015424919903659377,3999,Wong Tai Sin,C,3999,395,18000,22.34181367,114.2097494
C_014,transit,Hospital,30,0.0012021486045411807,5698,Wong Tai Sin,C,5698,586,20000,22.34042546,114.2111569
C_015,transit,Hospital,30,0.0010111840966449354,4432,Kwun Tong,C,4432,392,17100,22.29842937,114.2421808
C_016,transit,Hospital,30,0.003653933380306998,4909,Kwun Tong,C,4909,618,20000,22.30891462,114.2324259
C_017,transit,Hospital,30,0.003021040987424881,3179,Kwun Tong,C,3179,349,21250,22.32304899,114.2200991
C_018,transit,Hospital,30,0.012330818129884168,8550,Wong Tai Sin,C,8550,757,19000,22.34210453,114.2002358
C_019,transit,Hospital,30,0.0015377666856091774,4950,Kwun Tong,C,4950,286,18000,22.31750076,114.2279714
C_020,transit,Hospital,30,0.010833276111311437,8980,Wong Tai Sin,C,8980,801,18490,22.3363155,114.2025524
C_021,transit,Hospital,30,0.0005123533209477087,14586,Kwun Tong,C,14586,1542,21360,22.32994641,114.206744
C_022,transit,Hospital,30,0.0012125418729130896,3947,Kwun Tong,C,3947,367,20000,22.33232766,114.2269977
C_023,transit,Hospital,30,0.003314415951504793,6034,Wong Tai Sin,C,6034,423,20000,22.34326873,114.1865045
C_024,transit,Hospital,30,0.0018589846596108643,10071,Wong Tai Sin,C,10071,1005,18000,22.3462203,114.1877529
C_025,transit,Hospital,30,0.0034134281230615675,11614,Wong Tai Sin,C,11614,1167,20000,22.35051523,114.199012
C_026,transit,Hospital,30,0.0019305963973375306,4499,Kwun Tong,C,4499,516,20000,22.30033215,114.2380226
PV_001,transit,Hospital,30,0.005443717008592123,10791,Kwun Tong,PV,10791,1084,22000,22.32457077,114.2163576
PV_002,transit,Hospital,30,0.005571058795920633,4367,Sham Shui Po,PV,4367,694,30000,22.33270983,114.1484643
PV_003,transit,Hospital,30,0.006243131108060596,6515,Sham Shui Po,PV,6515,1000,30000,22.33441907,114.1476419
PV_004,transit,Hospital,30,0.004226293788385286,3265,Kowloon City,PV,3265,684,21250,22.31903541,114.1856827
PV_005,transit,Hospital,30,0.004997500537410884,3873,Yau Tsim Mong,PV,3873,534,32900,22.31661937,114.162036
PV_006,transit,Hospital,30,0.004423884345343471,5035,Yau Tsim Mong,PV,5035,458,17000,22.32164611,114.1608705
PV_007,transit,Hospital,30,0.0024257837262158825,5276,Sham Shui Po,PV,5276,563,45000,22.32702272,114.1537729
PV_008,transit,Hospital,30,0.011035008719769429,4964,Wong Tai Sin,PV,4964,780,37620,22.34115728,114.2022541
PV_009,transit,Hospital,30,0.004994712180494883,4400,Kowloon City,PV,4400,741,24810,22.31922145,114.1936142
PV_010,transit,Hospital,30,0.0017824464663845905,3329,Yau Tsim Mong,PV,3329,672,45000,22.32164088,114.1592698
PV_011,transit,Hospital,30,0.0035128076317998158,6704,Kowloon City,PV,6704,1139,28000,22.30298295,114.1865921
PV_012,transit,Hospital,30,0.006082747702603823,3249,Kowloon City,PV,3249,338,17200,22.31536271,114.1894455
PV_013,transit,Hospital,30,0.0023239648496330358,6236,Yau Tsim Mong,PV,6236,943,37000,22.31892152,114.1578582
PV_014,transit,Hospital,30,0.005135054637417604,6634,Kowloon City,PV,6634,516,18000,22.30820029,114.1866632
PV_015,transit,Hospital,30,0.012470522943013783,3928,Wong Tai Sin,PV,3928,281,20000,22.3377553,114.1946033
PV_016,transit,Hospital,30,0.006971890699458667,11801,Kwun Tong,PV,11801,966,15000,22.3166007,114.2192043
PV_017,transit,Hospital,30,0.003184818270088234,22319,Kwun Tong,PV,22319,2476,28000,22.30590024,114.2277407
PV_018,transit,Hospital,30,0.0030928305544501078,12664,Kowloon City,PV,12664,1904,26250,22.30810963,114.1925198
PV_019,transit,Hospital,30,0.005514518436905863,6009,Sham Shui Po,PV,6009,893,34000,22.33460708,114.1488407
PV_020,transit,Hospital,30,0.009600404043522956,8696,Kowloon City,PV,8696,657,15000,22.31640666,114.1860035
PV_021,transit,Hospital,30,0.0024292857951472967,3140,Sham Shui Po,PV,3140,496,21250,22.3350008,114.1424009
PV_022,transit,Hospital,30,0.0033512140154548717,3189,Kowloon City,PV,3189,634,35000,22.31828993,114.1820845
PV_023,transit,Hospital,30,0.0076233111422892375,37299,Sham Shui Po,PV,37299,4210,21250,22.33661512,114.139818
PV_024,transit,Hospital,30,0.004116544213775183,3421,Kowloon City,PV,3421,522,15000,22.31609391,114.1904734
PV_025,transit,Hospital,30,0.004962489996194714,7887,Yau Tsim Mong,PV,7887,1092,26060,22.32455143,114.1604239
PV_026,transit,Hospital,30,0.003980200573641447,2781,Kowloon City,PV,2781,242,17000,22.31685284,114.191271
PV_027,transit,Hospital,30,0.005545209659828334,2777,Kowloon City,PV,2777,440,40000,22.32938647,114.2005199
PV_028,transit,Hospital,30,0.004520621163112765,5005,Sham Shui Po,PV,5005,640,31250,22.33377287,114.174473
PV_029,transit,Hospital,30,0.002132953776380696,4651,Yau Tsim Mong,PV,4651,750,30000,22.31607575,114.1630461
PV_030,transit,Hospital,30,0.010042516875293747,4090,Yau Tsim Mong,PV,4090,394,17000,22.31045402,114.1684884
PV_031,transit,Hospital,30,0.0025577126333216262,4396,Kowloon City,PV,4396,729,30000,22.30471666,114.1845144
PV_032,transit,Hospital,30,0.0042103633163330266,9645,Kwun Tong,PV,9645,909,14000,22.31604174,114.2351034
PV_033,transit,Hospital,30,0.006819404093747532,12357,Kwun Tong,PV,12357,1570,25810,22.3070769,114.2332506
PV_034,transit,Hospital,30,0.009336713881578342,5678,Kowloon City,PV,5678,1089,28000,22.32339095,114.190396
PV_035,transit,Hospital,30,0.004086135647692453,5802,Yau Tsim Mong,PV,5802,934,26560,22.30639559,114.1625146
PV_036,transit,Hospital,30,0.01611641673998141,2567,Sham Shui Po,PV,2567,72,16500,22.33227931,114.1695622
PV_037,transit,Hospital,30,0.00801343341903582,3476,Kwun Tong,PV,3476,413,22000,22.3269967,114.2144952
PV_038,transit,Hospital,30,0.005255484601000821,13142,Kwun Tong,PV,13142,2019,29500,22.3239867,114.2128048
PV_039,transit,Hospital,30,0.010330575683037557,3264,Wong Tai Sin,PV,3264,493,26250,22.33356158,114.1968715
PV_040,transit,Hospital,30,0.0012701783283070502,4472,Yau Tsim Mong,PV,4472,935,45000,22.31952231,114.155851
PV_041,transit,Hospital,30,0.006600219028205333,5604,Sham Shui Po,PV,5604,1122,30000,22.33460465,114.1497904
PV_042,transit,Hospital,30,0.00222678779564096,4002,Yau Tsim Mong,PV,4002,721,29000,22.30485942,114.1630936
PV_043,transit,Hospital,30,0.008096370417220736,6647,Kowloon City,PV,6647,793,19000,22.30630575,114.1881364
PV_044,transit,Hospital,30,0.011815690097774197,30038,Kowloon City,PV,30038,3596,25000,22.30460603,114.1897326
PV_045,transit,Hospital,30,0.003890240082064526,6746,Kowloon City,PV,6746,823,18500,22.31776388,114.192306
PH_001,transit,Hospital,60,0.004580594369241798,3913,Sham Shui Po,PH,3913,327,13000,22.34036661,114.1643426
PH_002,transit,Hospital,60,0.0061638486003482325,3209,Sham Shui Po,PH,3209,521,14000,22.33455573,114.1563831
PH_003,transit,Hospital,60,0.00428909700597739,3923,Wong Tai Sin,PH,3923,399,15700,22.3357047,114.2181498
PH_004,transit,Hospital,60,0.004753362103610514,10775,Kwun Tong,PH,10775,1218,14750,22.32815005,114.2170403
PH_005,transit,Hospital,60,0.00504009592767515,5453,Kwun Tong,PH,5453,375,15920,22.32605888,114.2174838
PH_006,transit,Hospital,60,0.005796793722445523,17817,Wong Tai Sin,PH,17817,869,15000,22.33547117,114.2062267
PH_007,transit,Hospital,60,0.005368983970559486,13588,Kwun Tong,PH,13588,1284,14500,22.33026916,114.2136127
PH_008,transit,Hospital,60,0.0059096953298627755,16756,Wong Tai Sin,PH,16756,1258,15000,22.33399414,114.2140005
PH_009,transit,Hospital,60,0.005155187930839693,8485,Wong Tai Sin,PH,8485,803,16000,22.33408462,114.2170388
PH_010,transit,Hospital,60,0.005676684065994041,9682,Kwun Tong,PH,9682,761,14600,22.32796205,114.2152899
PH_011,transit,Hospital,60,0.004793221041955137,16989,Wong Tai Sin,PH,16989,1077,15500,22.3466113,114.1933683
PH_012,transit,Hospital,60,0.006017607101917842,14147,Wong Tai Sin,PH,14147,1107,14000,22.34423127,114.1919055
PH_013,transit,Hospital,60,0.006078786501611517,4587,Sham Shui Po,PH,4587,406,14500,22.33551212,114.1539241
PH_014,transit,Hospital,60,0.004727847024805332,15655,Sham Shui Po,PH,15655,1013,15000,22.3284513,114.1546811
PH_015,transit,Hospital,60,0.0046413269012002345,5572,Wong Tai Sin,PH,5572,559,15000,22.34269378,114.2089072
PH_016,transit,Hospital,60,0.005859045835968886,12066,Wong Tai Sin,PH,12066,713,15000,22.34425863,114.2007507
PH_017,transit,Hospital,60,0.004065250314869767,6467,Kwun Tong,PH,6467,361,15000,22.31294732,114.2383853
PH_018,transit,Hospital,60,0.0048582032324731095,12329,Kowloon City,PH,12329,850,15000,22.3163317,114.1819302
PH_019,transit,Hospital,60,0.0057727350273410775,9540,Yau Tsim Mong,PH,9540,907,15000,22.31608676,114.1647109
PH_020,transit,Hospital,60,0.003899472492105499,16071,Sham Shui Po,PH,16071,1292,15000,22.33240958,114.1462482
PH_021,transit,Hospital,60,0.004059195959788902,3415,Sham Shui Po,PH,3415,841,13200,22.32975855,114.150291
PH_022,transit,Hospital,60,0.004132762257815417,3444,Sham Shui Po,PH,3444,790,14000,22.32861818,114.1483264
PH_023,transit,Hospital,60,0.005107506512667233,6744,Kowloon City,PH,6744,804,14000,22.3079093,114.1892738
PH_024,transit,Hospital,60,0.005881154010684268,11876,Kowloon City,PH,11876,1737,14000,22.33259506,114.2030695
PH_025,transit,Hospital,60,0.005164062957673249,5866,Kwun Tong,PH,5866,604,14310,22.30919925,114.2347695
PH_026,transit,Hospital,60,0.005458864597556789,8869,Kwun Tong,PH,8869,549,13000,22.32913375,114.2096702
PH_027,transit,Hospital,60,0.004461307943345652,6419,Kwun Tong,PH,6419,442,15500,22.29663079,114.2404621
PH_028,transit,Hospital,60,0.004140174590880116,3185,Kwun Tong,PH,3185,165,14500,22.29709612,114.2414241
PH_029,transit,Hospital,60,0.0030585664975359803,7165,Kwun Tong,PH,7165,672,15000,22.30362703,114.2401157
PH_030,transit,Hospital,60,0.005388872223147779,6200,Sham Shui Po,PH,6200,575,13500,22.33259923,114.1572215
PH_031,transit,Hospital,60,0.00528368338655123,3534,Sham Shui Po,PH,3534,403,15000,22.33129743,114.158689
PH_032,transit,Hospital,60,0.005832086803829637,10438,Sham Shui Po,PH,10438,1625,17000,22.33373995,114.1549363
PH_033,transit,Hospital,60,0.004414983867322761,7907,Kwun Tong,PH,7907,838,15000,22.31088938,114.2363044
PH_034,transit,Hospital,60,0.005007179577140383,11259,Sham Shui Po,PH,11259,706,14500,22.33873777,114.1597527
